"Nome Fantasia ","Responsável pelas compras","Telefone ","Rua","Bairro","Cidade","Atividade",""
"Sonho de menina","Kaylla madeira","28999656676","R dr ozires de almeida freitas 174","Vila rica","Cachoeiro de itapemirim ","Confeitaria",""
"Bendita pamonha","Sergio borges","28999850209","R joao batista calegario 230","Aeroporto","Cachoeiro de itapemirim ","Confeitaria",""
"Sabor no ponto restaurante hamburgueria","Vanderson pacheco","28999249956","Praça jeronimo monteiro 57 ","Centro","Cachoeiro de itapemirim ","Restaurante",""
"Feitos com amor","Tem que ligar","28999669031","R lafaiet bernardes 44","Guandu ","Cachoeiro de itapemirim ","Confeitaria",""
"Expresso lanchonete e sorveteria","Elias bronezi","28999787289","R virgilio bologlini 6","Gilson carone","Cachoeiro de itapemirim ","Restaurante",""
"Doces da gi","Gisele","28999084215","R dr francisco Gonçalves 49","Alto novo parque","Cachoeiro de itapemirim ","Confeitaria",""
"Karamela deliceria","Raiane araujo freitas","28999775126","R apostolo simao 1","Rui pinto bandeira","Cachoeiro de itapemirim ","Confeitaria",""
"Mais sabor distribuidora","Lucas","28999787566","R aristoteles menecucci 105","Valdir furtado de amorim ( bnh de baixo)","Cachoeiro de itapemirim ","Distribuidora",""
"Meu sonho em doces","Tem que ligar","28999460738","R rene nogueira 44","Zumbi","Cachoeiro de itapemirim ","Confeitaria",""
"Delicias da lo","Jose renato","28998814512","Praça republica do libano 56","Independencia","Cachoeiro de itapemirim ","Confeitaria",""
"Crepia creperie speciale","Faviana dos santos","28999352574","Av jones dos santos neves 1372 perim center","Caiçara ","Cachoeiro de itapemirim","Restaurante",""
"Mister brownie","Maria alice freitas","28999594100","Av jeronimo ribeiro 408","Sumaré ","Cachoeiro de itapemirim ","Confeitaria",""
"De pizza burger","Alessandra silva","28999211015","Av larcerda de aguiar 382 shopping sul","Paraiso","Cachoeiro de itapemirim ","Restaurante",""
"M.S DISTRIBUIDORA","Karolyne","28999060142","Av. Aristoteles menecucci 105 ","BNH de baixo ","Cachoeiro de itapemirim ","Distribuidora",""
"Rei do empadão","Eder herculano","28992759498","R. Francisco de almeida ramos 03","Otton marins","Cachoeiro de itapemirim","Restaurante",""
"Cantinho da lele","Leticia martins souza","28988093781","R baixo guandu 102","Zumbi ","Cachoeiro de itapemirim","Restaurante",""
"Restaurante cansian ","Ligar depois","2835116561","R capitão Deslandes,n 77","Centro","Cachoeiro de Itapemirim ","Restaurante",""
"Enricos restaurante ","Carolina ","28999021192","Praça Pedro cuevas júnior, n 20 ","Centro","Cachoeiro de Itapemirim","Restaurante",""
"Ferrari Restaurante ","Jose Gama ","2835177410","Rua Reinaldo Machado , 74","Recanto","Cachoeiro de Itapemirim ","Restaurante",""
"Marmitex da susu","Sueli","28999450242","R Joaquim grechi,n 32","Vila Rica","Cachoeiro de Itapemirim","Restaurante",""
"Restaurante e lanchonete paradinha","Elisangela ","28999139199","R amanso da Silva,n 235","Baiminas","Cachoeiro de Itapemirim","Restaurante",""
"Marmitex do Digão","Renata","28998815316","R Ney pimenta coelho, n92","Maria ortiz","Cachoeiro de Itapemirim","Restaurante",""
"Restaurante colombianos","Ader Luiz","28999121311","R José mansini, n 191","Amaral","Cachoeiro de Itapemirim","Restaurante",""
"Salgadinhos helena","Lorrana","2899442088","Rua derli machado brasil 23","Boa esperança ","Cachoeiro de itapemirim ","Restaurante",""
"Tonho e midinho distribuidora","Caio geraldo","2899155150","R. Jose rosa machado 190","Nossa senhora de Fátima ","Cachoeiro de itapemirim ","Distribuidora",""
"Festaechocolate distribuidora","Karoline","28999245529","R Alfredo Levi,n 261","Novo parque","Cachoeiro de Itapemirim","Distribuidora",""
"Mini mercado bazzoni","Tem que ligar","28999561138","R Samuel Levi,n 307","Aquidaban","Cachoeiro de Itapemirim","Supermercado",""
"Cajualia","Suzany moreira","27996979176","R doutor José paes Barreto,n 49","Santo Antônio","Cachoeiro de Itapemirim","Restaurante",""
"Pão de alho D'chef","Thomas","28999417860","Av. Caete,n 11","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Cantinho da geh","Geane","2899845593","R tupinambás,n 18","Aquidaban","Cachoeiro de Itapemirim","Confeitaria",""
"Roses salgados","Rosiane","2830279113","R Maria Rosa Guimarães,n 41","Recanto","Cachoeiro de Itapemirim","Restaurante",""
"Belas distribuidora","Isabella","28992223057","R José Rosa Machado,n 34","Alto novo parque","Cachoeiro de Itapemirim","Distribuidora",""
"L & A chocolate","Lorena","2899385562","R Regina pizzarolo,n59","Agostinho Simonato","Cachoeiro de Itapemirim","Confeitaria",""
"Dallas restaurante","Eliana carla ","28999313798","R José Rodrigues,n33","Doutor Luiz Tinoco da Fonseca","Cachoeiro de Itapemirim","Restaurante",""
"Fino sabor guomert","Weverton","28999646817","R alcaciba Castilha Vianna,n 38","Bela vista","Cachoeiro de Itapemirim","Confeitaria",""
"Fenda do biquíni ","Creuzeni","28999991704","R José dias Lobato,n 177","Alto Marins","Cachoeiro de Itapemirim","Restaurante",""
"Doceria vitória","Caio passini","28999626646","R Cleber França,n 07","Independencia","Cachoeiro de Itapemirim","Confeitaria",""
"Salgadinho da irmãs","Maria","1134588065","R Joaquim cheim,39","Basileia","Cachoeiro de Itapemirim","Restaurante",""
"Márcia machado confeitaria","Márcia","28999251147","Av. Mauro Miranda madureira,n 562","Elpídio volpini","Cachoeiro de Itapemirim","Confeitaria",""
"Restaurante do danzi","Jaques ","2835217048","R Rafael dias Pacheco,n 159","Rcanto","Cachoeiro de Itapemirim","Restaurante",""
"Vanessa Martins confeitaria","Vanessa","28999062097","R Carlos veghini,n 37 ","Boa vista","Cachoeiro de Itapemirim","Confeitaria",""
"Delicias da Loy","Loiane","28992542343","R Argemiro Barbosa de Amorim,n 48","Coramara","Cachoeiro de Itapemirim","Confeitaria",""
"Balbinos grill","Adriana","28999923477","Av Monte Castelo,n 12","Independencia","Cachoeiro de Itapemirim","Restaurante",""
"DI Lucca geleteria italiana","Priscila","27995301105","Praça Portinari, n 09","Gilberto Machado","Cachoeiro de Itapemirim","Sorveteria",""
"Delicias no potinho","Amanda","28999422009","R. Erinito Rezende,n 42","Jardim Itapemirim","Cachoeiro de Itapemirim","Confeitaria",""
"Frigel alimentos","Ana Valéria","28999129289","R. Benedito Viana,78","Nossa senhora de Fátima","Cachoeiro de Itapemirim","Confeitaria",""
"Mimos gourmet","Paulo Cesar","28999654104","R. Pedro Macedo,n22","Ferroviários","Cachoeiro de Itapemirim","Confeitaria",""
"Sacolé gourmet Karla Bazete ","Karla ","28999630987","R. Manuel Fonseca,n 51 ","Ferroviário ","Cachoeiro de Itapemirim","Sorveteria ",""
"Claudios lanches ","Claudio","2835177419","R. Pedro Vargas,n 262","Valdir furtado de Amorim","Cachoeiro de Itapemirim","Restaurante",""
"Trino lanches","Barbara","28999784869","R. Antônio Cordeiro,n 05 ","Marbrasa ","Cachoero de Itapemirim","Restaurante",""
"Sorveteria soft belga","Érica","2835215146","Av. Doutor João de Deus madureira Felipe","Ilha da luz","Cachoeiro de Itapemirim","Sorveteria",""
"Americam tick","Wilson","28999876286","R. Nelda rastouro Agostinho ,n16","Amarelo ","Cachoeiro de Itapemirim","Restaurante",""
"Kifranguito","João Eduardo","28999220443","R. Lauro lemos,n 285","Vilage da luz","Cachoeiro de Itapemirim","Restaurante",""
"Lanchonete do neguito","Alexandra","28999841623","R.rua Alberto boreli,n 37 ","Caiçara","Cachoeiro de Itapemirim","Restaurante",""
"Sacolé do GM ","Jardim Itapemirim","28999010209","R. Wallace de melo pereira Barreto,n 230","Jardim Itapemirim","Cachoeiro de Itapemirim","Sorveteria",""
"Bjoe cafetaria","Andreia e eduarda","28998854839","Praça Portinari,n 27","Gilberto Machado","Cachoeiro de Itapemirim","Cafeteria",""
"G&k","Rodrigo","28999240427","Av. Manuel Silva Mota, n 245","Vilage da luz","Cachoeiro de Itapemirim","Sorveteria",""
"Souza & aride express","Aride","28999073091","R. Maximiliano fardim perim,n 22","Maria Ortiz ","Cachoeiro de Itapemirim","Distribuidora",""
"Du solo delivery","Rosane","28999314529","R. Marechal Rondon,n 63","São Luiz Gonzaga","Cachoeiro de Itapemirim","Restaurante",""
"Lanchonete do Galego ","Wesley","28999684377","Av Jones dos santos neves,n 845","Agostinho Simonato","Cachoeiro de Itapemirim","Restaurante",""
"Check mate  lanchonete","Francisco","28999379437","R Samuel Levi,n 271","Aquidaban","Cachoeiro de Itapemirim","Restaurante",""
"Rafllas","Raissa","28999694217","R.acassio Dutra de oliveira,n 159","Vila Rica","Cachoeiro de Itapemirim","Restaurante",""
"Caribe","Pablo","28999512273","r. joao marques Carvalho Braga","Novo parque","Cachoeiro de Itapemirim","Sorveteria",""
"Vapt vupt","João Paulo","2835219663","R.professor domingos","Independencia","Cachoeiro de Itapemirim","Restaurante",""
"Pizzaria parkin delivery","Diego","2835268107","R. Ricardo ronquete,n 19","Paraíso","Cachoeiro de Itapemirim","Restaurante",""
"Origem coisinha contemporânea","Fechado tem que ligar","28999041606","R.clarice Toledo de Carvalho,n 162","Paraíso","Cachoeiro de Itapemirim","Restaurante",""
"Ilza's pratos e lanches","Leonardo","2835177593","R. Jose rodrigues 13","Luiz tinoco da fonseca ","Cachoeiro de itapemirim ","Restaurante",""
"Ruth açaí","Ruth","28999582279","R. Alcebíades sarmento 91","Dr luiz tinoco da fonseca","Cachoeiro de itapemirim ","Açaíteria",""
"Ki delicia sorvetes","Gilmar","28999315905","R anacleto ramos 55","Rubem braga","Cachoeiro de itapemirim ","Sorveteria",""
"Multiburger","Marcio","28999722035","Av. Francisco mardegan s.n","Marbrasa","Cachoeiro de itapemirim ","Restaurante",""
"Bison lanches","Thiago","28999418154","R.algeni viana marinho 58","Ibc","Cachoeiro de itapemirim ","Restaurante",""
"Delicias da casa","Rita","28999821539","R firmino jose pereira 94","Marbrasa","Cachoeiro de itapemirim ","Restaurante",""
"Delicias no potinho ","Amanda","28999422009","R erenita rezende 42","Jardim itapemirim","Cachoeiro de itapemirim ","Confeitaria",""
"Chocopozzi","Daniella","28999947928","R. Dr antonio carlos de azevedo lopes 5","Recanto ","Cachoeiro de itapemirim ","Confeitaria",""
"Bazilio pizzaria","Stefhane","28999528887","R samuel levi 35","Aquidaban","Cachoeiro de itapemirim ","Restaurante",""
"Brutos food","Luciano","28999324883","R angelo boss 101","Baiminas","Cachoeiro de itapemirim ","Restaurante",""
"X tudo Express","Polyana","28999024233","Av. Caiçara 58","Agostinho simonato","Cachoeiro de itapemirim ","Restaurante",""
"Bar e restaurante tiãozinho","Sebastião ","2835213984","R jose olympio gomes 104","Agostinho simonato ","Cachoeiro de itapemirim ","Restaurante",""
"Lá rey pizzaria","Bruno","2830286644","R costa pereira 214","Centro","Cachoeiro de itapemirim ","Restaurante",""
"Sabor butata","Paulo roberto ","28999132610","R francisco maria ferreira 42","Dr luiz tinoco da fonseca","Cachoeiro de itapemirim ","Restaurante",""
"Salgadinhos helena","Lorrana","28999442088","R derly machado brasil 23","Boa esperança ","Cachoeiro de itapemirim ","Confeitaria",""
"Obaa restaurante e fast food","Tem que ligar","28999827575","Av francisco lacerda de aguiar 382","Gilberto machado ","Cachoeiro de itapemirim ","Restaurante",""
"Martinha sabor e alimentos","Martha","2835110029","Av. Antonio penedo 52 ","Centro ","Cachoeiro de itapemirim ","Restaurante",""
"Restaurante e lanchonete trevo ","Tem que ligar","2,899,999,999","R. Joao batista calegario 2","Aeroporto","Cachoeiro de itapemirim ","Restaurante",""
"Batata familia","Lucas","28999264991","R. Rubens rangel 38","Rubem braga","Cachoeiro de itapemirim ","Restaurante",""
"Free fire burger","Jessica","28999176442","R. Nossa senhora da paz 41","Nossa senhora de Fátima ","Cachoeiro de itapemim","Restaurante",""
"Cantina ravaglia","Philipe","28999573134","R luiz pinheiro 34","Coronel borges","Cachoeiro de itapemirim ","Confeitaria",""
"Box conceito ","Micheline","11997495971","R. Siqueora campos 31","Ibitiquara ","Cachoeiro de itapemirim ","Restaurante",""
"MN açaíteria","Marlene","28999691667","R. Oriculo pedro correa 39","Rui pinto bandeira ","Cachoeiro de itapemirim ","Açaíteria",""
"O barba embrasa","Fernando ","28999752790","R  carlos pepe 18","Ibitiquara","Cachoeiro de itapemirim ","Restaurante",""
"Mister pig","André ","28999868405","R.agostinho madureira 201","Dr. Gilberto machado ","Cachoeiro de itapemirim ","Restaurante",""
"Leve mi ","Matheus","28999577756","R. Padre siro franco 86","Recanto","Cachoeiro de itapemirim ","Restaurante",""
"Paps sorveteria e açaíteria","Amanda","2830274706","Av theodorico ferraço 267","Gilson carone","Cachoeiro de itapemirim ","Sorveteria",""
"Rei do caldo ","Gustavo ","28999632227","R doutor osiris almeida de freitas 26","Vila rica","Cachoeiro de itapemirim ","Caldos",""
"Raflas pizzaria","Raissa","28999694217","R. Acácia dutra de Oliveira 159","Vila rica","Cachoeiro de itapemirim ","Restaurante",""
"Doce arco iris","Ingrid","2835214877","R valdemar stanzani 59","Sao francisco de assis","Cachoeiro de itapemirim ","Confeitaria",""
"Rei costela","Tem que ligar","28988177857","R  cleber frança 110","Independencia","Cachoeiro de itapemirim ","Restaurante",""
"Tempero da beth delivery","Elizabeth","28999275605","R.edmundo ramos 273","Novo parque","Cachoeiro de itapemirim ","Restaurante",""
"Sorveteria paraiso ","Tem que ligar","28999458551","R pedro americo 18","Paraiso","Cachoeiro de itapemirm","Sorveteria",""
"Safety car automoveis","Elemar","2835224202","Av franciaco lacerda de aguiar 630","Gilberto machado ","Cachoeiro de itapemirim ","Revenda de veículos",""
"Borges veículos ","Paulo borges","2839852752","Av jones dos santos neves 660 km 90","Parque das laranjeiras","Cachoeiro de itapemirim ","Revenda de veículos",""
"Castro veículos ","Valmi","2830284805","Av jones dos santos neves 629","Santo Antônio ","Cachoeiro de itapemirim","Revenda de veículos",""
"PC veiculos","Paulo César ","28999012025","Av jones dos santos neves 319","Santo Antônio ","Cachoeiro de itapemirim ","Revenda de veículos",""
"Somcar acessórios ","Tem que ligar","2835211855","Av aristides campos 974","Basileia","Cachoeiro de itapemirim ","Revenda de veículos",""
"Frank som car","Franklin ou marco aurelio","2835116502","Av  jones dos santos neves 545","Parque das laranjeiras","Cachoeiro de itapemirim ","Revenda de veículos",""
"Dallkcar veículos ","Delmo e diego","2835210323","Jose felix chein 1252","Nova brasilia","Cachoeiro de itapemirim ","Revenda de veículos",""
"Top veículos ","Felipe dos santos","28999044342","Av jones dos santos neves 688","Santo antonio ","Cachoeiro de itapemirim ","Revenda de veículos",""
"Ligeiro veículos","Isael brunhara","2835220213","Av etelvina vivacqua 29 ","Santo antonio","Cachoeiro de itapemirim ","Revenda de veículos",""
"M3 veiculos","Marina ","2835281218","Av aristides campos 379","Basileia","Cachoeiro de itapemirim ","Revenda de veículos",""
"Venturim car mult marcas","Andre.  Francisco ou fernando ","2835229300","Av mauro miranda madureira 1530","Central parque","Cachoeiro de itapemirim ","Revenda de veículos",""
"Cachoeiro automóveis ","Tem que ligar","2835212911","Av governador jones dos santos neves 382","Alto monte cristo","Cachoeiro de itapemirm ","Revenda de veículos",""
"Borges caminhões ","Alexandre borges","2835228857","Av engenheiro fabiano vivacqua 2494","Alvaro tavares","Cachoeiro de itapemirm","Revenda de veículos",""
"Show car veículos ","Graciana e marli","2835210951","Av jones dos santos neves 370","Km 90 ","Cachoeiro de itapemirim","Revenda de veículos",""
"Carmone veículos ","Igor ou catia ou zacarias","28999859911","Av aristides campos 379 loja 101","Basileia","Cachoeiro de itapemirim ","Revenda de veículos",""
"Gava som ","Diogo gava","2835229345","Av jones dos santos neves 280","Maria hortiz","Cachoeiro de itapemirim","Revenda de veículos",""
"Motocas","Karina e romildo","2835151430","Av aristides campos 36","Basileia","Cachoeiro de itapemirim ","Revenda de veículos",""
"Cachoeiro baterias","Fabiano ","28999313316","Av jones dos santos neves 811","Jardim América ","Cachoeiro de itapemirim ","Automotivo",""
"Popo baterias ","Cristina e ruan","28999851777","Av  aristides campos 167","Nova brasilia ","Cachoeiro de itapemirim ","Automotivo",""
"BK pneus","Elizabeth ou elidio","2835222303","Av jones dos santos neves 66","Maria hortiz","Cachoeiro de itapemirm","Automotivo",""
"Dcar veículos ","Gabriel e eduardo ","28999077954","Av mauro miranda madureira 555","Elpidio volpini","Cachoeiro de itapemirim ","Automotivo",""
"Elite acessórios automotivos","Tem que ligar","28999395129","R. Elvira maria calassara 36","Caiçara ","Cachoeiro de itapemirim ","Automotivo",""
"Paneto acessórios ","Edio e jose carlos","2832005588","Rodovia engenheiro fabiano vivacqua 217","Valdir furtado amorim","Cachoeiro de itapemirim ","Automotivo",""
"J.m pneus","Tem q ligar","2835183759","Av aristides campos 147","Basileia","Cachoeiro de itapemirim ","Automotivo",""
"Amanda pneus","Armando ou amanda","2835218280","Av aristides campos 1678","BASILÉIA ","Cachoeiro de itapemirim","Automotivo",""
"Marcelo motos","Marcelo","2835117864","R alzilhia greque lunz 1","Alto independencia","Cachoeiro de itapemirim ","Automotivo",""
"Localiza aluguel de carros","Tem que ligar","2835227783","Av francisco lacerda de aguiar ( ao lado do shopping sul)","Paraiso ","Cachoeiro de itapemirim ","Locadora de veículos ",""
"Canaã veículos ","Ana lucia","28999531477","Av mauro miranda madureira 141","Elpidio volpini","Cachoeiro de itapemirim ","Revenda de veículos",""
"Forte das baterias","Francisco e sara","2835224037","Av jones dos santos neves  321","Sao francisco de assis","Cachoeiro de itapemirim ","Automotivo",""
"Cachoeiro pneus e auto center","Fabricio ","2835219716","R samuel levi 1/5","Aquidaban ","Cachoeiro de itapemirim ","Automotivo",""
"Star motos","Luciano","2835172689","R mauro miranda madureira 51","Teixeira leite ","Cachoeiro de itapemirim ","Automotivo",""
"Suzuki motos ","Tem que ligar","2835220911","Av jones dos santos neves 204","Maria Ortiz ","Cachoeiro de itapemirim ","Revenda de veículos",""
"J.m.j moto peças ","Tem que ligar","2835214558","Av jones dos santos neves 1040","Sao francisco de assis","Cachoeiro de itapemirim","Automotivo",""
"J.h motos peças e acessório ","Cintia","28999690701","Dr milcar figliuzzi 185","Sao luiz gonzaga","Cachoeiro de itapemirim ","Peças e acessórios ",""
"Grupo mult","Tem que ligar","2830286610","Av engenheiro fabiano vivacqua  223","Marbrasa","Cachoeiro de itapemirim ","Automotivo",""
"Elite motos","Marilia e marcos","2835211259","Amilcar figliuzze 25","Coronel borges","Cachoeiro de itapemirim ","Revenda de veículos",""
"Brunim motos","Tem que ligar","2835221568","Av nossa senhora da consolação ","Vila rica","Cachoeiro de itapemirim ","Revenda de veículos",""
"Carlette moto peças ","Tem que ligar","2835227986","Av etelvina vivacqua 21.a 29","Santo antonio ","Cachoeiro de itapemirim ","Automotivo",""
"Marco pneus","Marcos","28998856425","Av bolivar de abreu 46","Aquidaban ","Cachoeiro de itapemirim ","Automotivo",""
"Motocas Casteglione ","Romildo ou karina","2835177500","Av dor aristides campos 96 a 98 ","Nova brasilia","Cachoeiro de itapemirim ","Revenda de veículos",""
"Auto clima","Tem q ligar","28999863691","Nossa sra da consolação 152","Vila rica","Cachoeio de itapemirim ","Oficina",""
"AZ PNEUS TRUCK CENTER","Tem que ligar","2832005844","Rodovia cachoeiro x alegre s.n","Valdir furtado de amorim","Cachoeiro de itapemirim ","Automotivo",""
"M.c motos","Tem que ligar","2830377250","Av francisco lacerda de aguiar s.n","Gilberto machado ","Cachoeiro de itapemirim ","Oficina",""
"Mundo das motos","Leonardo ","28992515777","Av francisco lacerda de aguiar 97","Gilberto machado ","Cachoeiro de itapemirim","Automotivo",""
"H.C. mecânica ","Amadeu","28999156162","R Francisca dias ciqueira 24","Abelardo ferreira machado","Cachoeiro de itapemirim ","Oficina",""
"Oficina mecanica coronel borges","Tem que ligar","2835215712","R joao valdino s.n","Coronel borges","Cachoeiro de itapemirim ","Oficina",""
"Equipar motos","Tem que ligar","28999043539","R jose rebelo 136","Ferroviarios","Cachoeiro de itapemirim ","Automotivo",""
"Oficina motor 10 ","Joao paulo","28999034755","Amilca figliozzi 275","Coronel borges","Cachoeiro de itapemirim","Oficina",""
"Oficina mecanica milton rosa","Tem que ligar","2835210109","R. Antonio pedro carleto 7","Vila rica","Cachoeiro de itapemirim","Oficina",""
"Oficina mecanica Dalton zanivan","Dalton","2835227576","Rodovia domingos vivacqua 1","Santo antonio ","Cachoeiro de itapemirim","Oficina",""
"Agromoto cachoeiro ","Marcio","28999101344","Av ubaldo caetano Gonçalves 506","Alto independencia","Cachoeiro de itapemirim ","Oficina",""
"Oficina mecanica Jackson ","Tem que ligar","2835185469","Pedro estelita herkenhoff 87","BASILÉIA ","Cachoeiro de itapemirm","Oficina",""
"Gil mecanica","Gil","28999746433","Ney pimenta coelho 75","Vila rica","Cachoeiro de itapemirim ","Oficina",""
"Fercon automecanica","Antonio ou nelson","2835223948","R guido carletti 46","Teixeira leite","Cachoeiro de itapemirim ","Oficina",""
"Automecanica bambufim","Arildo ou bernardo","2835112359","R  jose pinto 35","Santa Cecília ","Cachoeiro de itapemirim ","Oficina",""
"Auto mecanica paulinho ","Paulo cesar ou marcio","2899910720","R aroldo pastro 1","BASILÉIA ","Cachoeiro de itapemirim ","Oficina",""
"Kiko auto center ","Carlos ou cristiano","2835220662","Av francisco lacerda de aguiar 172","Gilberto machado ","Cachoeiro de itapemirim","Oficina",""
"Oficina renato de souza","Renato","28999317889","Rio de janeiro 19","Rui pinto bandeira ","Cachoeiro de itapemirim","Oficina",""
"Mecanica vagalume","Sebastião ","2830363040","Délio moreira lima 87","Boa esperança ","Cachoeiro de itapemirim ","Oficina",""
"Centro automotivo automax","Tem que ligar","2835222293","Av aristides campos 511","Gilberto machado","Cachoeiro de itapemirim ","Oficina",""
"L mecani lanternagem e pintura","Tem que ligar","28999464073","Guido carletti 50 ","Elpidio volpini","Cachoeiro de itapemirim ","Oficina",""
"Auto mecanica do alan","Alan","28981005425","Av nossa senhora da consolação 62","Vila rica","Cachoeiro de itapemirim ","Oficina",""
"Ferraço lanternagem e pintura","Tem que ligar","28999095086","?","Maria hortiz ","Cachoeiro de itapemirim ","Oficina",""
"Mecanica titaniun","Jose francisco e vanessa","2835187993","Av nossa senhora da consolação 197 loja A","Maria hortiz ","Cachoeiro de itapemirim ","Oficina",""
"Oficina  lanternagem e pintura mardegan","Tem que ligar","2835119257","Jaci figueira de farias 2","Agostinho simonato ","Cachoeiro de itapemirim ","Oficina",""
"N.T auto mecânica ","Tadeu","28999830800","Francisco martins ","Amarelo","Cachoeiro de itapemirim ","Oficina",""
"Mecanica bita diesel ","Gelsei ou tanea","2835183648","R guido carletti 92","Texeira leite","Cachoeiro de itapemirim ","Oficina",""
"Kaizen","Lorena ou wander","2835213030","R. Jose viana de moraes 25","Alto monte cristo ","Cachoeiro de itapemirim ","Oficina",""
"Mecanica Zoinho ","Edevaldo ou ana paula","28999238815","Av domingos alcino dadalto 376","Jardim itapemirim ","Cachoeiro de itapemirim ","Oficina",""
"Mecanica campores","Rubens","2835222825","Av jones dos santos neves 272","Maria hortiz","Cachoeiro de itapemirim ","Oficina",""
"Oficina limite do giro moto peças ","Darci ","28999815188","Jose rosa machado 90","Avelardo ferreira machado ","Cachoeiro de itapemirim ","Oficina",""
"Bras auto elétrica ","Thassyo ","28999382344","Av nilton braga 165 arariguaba","Alto uniao ","Cachoeiro de itapemirim ","Oficina",""
"Cachoeiro GNV","Temcque ligar","2835170382","Jose amaral 94","Texeira leite","Cachoeiro de itapemirim ","Oficina",""
"Oficina safira","Silvana","2899860036","Rodovia engenheiro fabiano vivacqua 1050","Valdir furtado amorim (bnh de baixo)","Cachoeiro de itapemirim ","Oficina",""
"Mecanica diesel aeroporto","Alcir","2835213397","R joana payer 22","Aeroporto","Cachoeiro de itapemirim ","Oficina",""
"Oficina do joão grandão","Tem q ligar","2835114466","R. Geraldo cortez fragoso ","Campo leopoldina","Cachoeiro de itapemirim ","Oficina",""
"G.M auto eletrica ","Gustavo ","28998812680","Av nossa senhora da consolação 222","Vila rica","Cachoeiro de itapemirim ","Oficina",""
"M.m 2 rodas","Tem que ligar","28999633240","R virgilio gabriel 37","Alto independencia","Cachoeiro de itapemirim ","Oficina",""
"Equipe diesel","Carlos eduardo ou jose ronaldo ","2835177307","R adinor rosa quadros ","Central parque","Cachoeiro de itapemirim ","Oficina",""
"Mecanica vanelli ","Carlos roberto ou caio paulino ","2835213313","Paulina simonato 7","Agostinho simonato","Cachoeiro de itapemirim ","Oficina",""
"NR oficina mecânica ","Roni marcio ou arinei aguiar","28351066020","Jose paineiras 26","Marbrasa ","Cachoeiro de itapemirim ","Oficina",""
"Poli auto centro automotivo ","Alexabdre","2835218649","Sebastiao de paiva vidaurre 26","Coramara","Cachoeiro de itapemirim ","Oficina",""
"Barone motos","Antonio barone","28999625904","Av governador carlos lindemberg 32","Novo parque","Cachoeiro de itapemirim ","Oficina",""
"Scap car escapamentos","Tem que ligar","2835115949","Av aristides campos 199","BASILÉIA ","Cachoeiro de itapemirim ","Oficina",""
"Peccini autoeletrica","Fabio lima ou felipe lima","2835212237","Av francisco mardegan 605","Marbrasa","Cachoeiro de itapemirim ","Oficina",""
"Camargo car service","Fabricio camargo ","28998850928","R joao musselini 17","Maria hortiz ","Cachoeiro de itapemirim ","Oficina",""
"DR motos","Edilene","28999032529","R jeronimo ribeiro 201","Amarelo","Cachoeiro de itapemirim ","Oficina",""
"Imperio auto center","Leonardo ","2892736733","Paulina simonato 123","Agostinho simonato ","Cachoeiro de itapemirim ","Oficina",""
"W.M centro automotivo ","Welington dias ","28999457355","Av jones dos santos neves 754","Parque das laranjeiras","Cachoeiro de itapemirim ","Oficina",""
"Oficina W. Motos","Tem que ligar","28999652880","Alfredo martins do amaral 53","Bela vista ","Cachoeiro de itapemirim ","Oficina",""
"Vrum centro automotivo ","Claudio e edson","28999686294","Av jones dos santos neves 1189","Boa esperança ","Cachoeiro de itapemirim ","Oficina",""
"J.S gas Gnv ","Tem que ligar","28999015527","Av aristides campos 531","Campo leopoldina","Cachoeiro de itapemirim ","Oficina",""
"Opção motos mecânica ","Josimar ","28999283540","Joao valdino 121","Coronel borges ","Cachoeiro de itapemirim ","Oficina",""
"A.c centro tecnico automotivo ","Adilson ou julielson","2835115577","Av mauro miranda madureira 1122","Elpidio volpini","Cachoeiro de itapemirim ","Oficina",""
"L.S suspensões","Lucas","28992776201","Joao antonio vasques 556","Vardim itapemirim","Cachoeiro de itapemirim ","Oficina",""
"W.i automecanica","Geovania ","2830288550","Adriana machado debona 1","Boa vista","Cachoeiro de itapemirim ","Oficina",""
"Oficina eletro mecanica helio bolzan ","Helio ","2835227201","Av aristides campo s.n","Zumbi","Cachoeiro de itapemirim ","Oficina",""
"Adventure ","Tem que ligar","2835110401","Arnaldo fonseca 27","Baiminas","Cachoeiro de itapemirim ","Oficina",""
"Oficina do roberto ","Tem que ligar","2835214762","Rodovia ricardo barbieri ","Rui pinto bandeira","Cachoeiro de itapemirim ","Oficina",""
"MBS PNEUS","Mateus ou marcela","2835229296","AV aristides campos 144","Campo da leopoldina","Cachoeiro de itapemirim ","Oficina",""
"Oficina pintura automotiva giom car","Mauricio ","28999025383","Lauro lemos ","Vilage da luz","Cachoeiro de itapemirim ","Oficina",""
"Zenete e zanotelli","Jose augusto ou heloisa maria","2835215409","R horacy amarantes matos 2","Aeroporto ","Cachoeiro de itapemirim ","Oficina",""
"Mecanica valcar diesel ","Tem que ligar","28999452275","Av newton braga s.n","Monte belo","Cachoeiro de itapemirim ","Oficina",""
"Posto de molas santa cruz","Ana claudia ou juacir campos","2835215096","Rodovia engenheiro fabiano vivacqua 1010 a 1048","Central parque","Cachoeiro de itapemirim ","Oficina",""
"Posto de molas bahia","Tem que ligar","28999643190","Domingos alcino dadalto s.n","Jardim itapemirim","Cachoeiro de itapemirim ","Oficina",""
